text,label
verənlərin,verənlərin
Evlenenden,evlənəndən
işleyirdim,işləyirdim
qazanıb,qazanıb
insanı,insanı
qazandirici,qazandırıcı
musiqi,musiqi
olmaqdan,olmaqdan
İzah,izah
kəslərin,kəslərin
Bunlari,bunları
qaynatadan,qaynatadan
2007də,2007 də
yerinin,yerinin
açmiram,açmıram
haqqımız,haqqımız
getizdirmek,gətizdirmək
ayın,ayın
gəlmisən,gəlmisən
elemelidi,eləməlidir
düşünmek,düşünmək
Beyin,beyin
yoxdusa,yoxdursa
yaxşıya,yaxşıya
hazırlaşmaq,hazırlaşmaq
hazıra,hazıra
qayğını,qayğını
müəllim,müəllim
zəifləyib,zəifləyib
cinsin,cinsin
saatliq,saatlıq
dindirse,dindirse
Əlbəttə,əlbəttə
dindir,dindir
rastıma,rastıma
gorushub,görüşüb
yemey,yemək
kobudluqları,kobudluqları
qarşıdadı,qarşıdadır
çıxmağa,çıxmağa
səbrim,səbrim
vurulmuşam,vurulmuşam
çıxmağı,çıxmağı
boşanaq,boşanaq
isdeyibmiş,istəyibmiş
savadli,savadlı
hamiləyəm,hamiləyəm
dasini,daşını
deqiqde,dəqiqədə
uşağa,uşağa
dərdi,dərdi
futbolçu,futbolçu
istirem,istəyirəm
deyəcəyiniz,deyəcəyiniz
elemisik,eləmişik
bəzilərimiz,bəzilərimiz
deyən-,deyən
Bilən,bilən
hevesim,həvəsim
izləyirdim,izləyirdim
İndiye,indiyə
anlatmasam,anlatmasam
sexim,sexim
doydure,döydürə
ödeye,ödəyə
ailəmə,ailəmə
qarşılaşmışam,qarşılaşmışam
dayandı,dayandı
qalirdim,qalırdım
dolduracaq,dolduracaq
yasi,yaşı
erazide,ərazidə
2007-ci,2007-ci
qohumlar,qohumlar
sına,sına
fürsət,fürsət
gözdən,gözdən
derecededir,dərəcədədir
Turan,Turan
Həyatın,həyatın
bacımdır,bacımdır
kecirdirem,keçirdirəm
avtomobilə,avtomobilə
birimizi,birimizi
unudub,unudub
Ozume,özümə
aşiqəm,aşiqəm
alırdı,alırdı
oyanıram,oyanıram
sonacan,sonacan
Əsəbimi,əsəbimi
2019-dan,2019-dan
gorushe,görüşə
görsəniz,görsəniz
Veziyyetimi,vəziyyətimi
bilmirəm,bilmirəm
içini,içini
İlqar,İlqar
helede,hələ də
modeləri,modelləri
həşəratlar,həşəratlar
soruşuram,soruşuram
qörənnən,görəndən
şadlıq,şadlıq
birisiyəm,birisiyəm
tedbiri,tədbiri
meslehetdirmi,məsləhətdirmi
minmek,minmək
başladıgı,başladığı
etik,etik
getsək,getsək
olmurlar,olmurlar
bire,birə
şaritimde,şəraitində
nömrə,nömrə
başçısı,başçısı
cekibse,çəkibsə
edərsinizmi,edərsinizmi
bagislamag,bağışlamaq
Xəbərdarlıq,xəbərdarlıq
necesen,necəsən
Azərbay,Azərbaycan
ustume,üstümə
körpələr,körpələr
ehtimalini,ehtimalını
açiqi,açığı
ailədilər,ailədirlər
oglan,oğlan
varlıq,varlıq
adice,adicə
təsəvvüründə,təsəvvüründə
demirlər,demirlər
panorama,panorama
qoyarkən,qoyarkən
qoyan,qoyan
mrndr,mən də
Müraciətinizə,müraciətinizə
bitib,bitib
Kursa,kursa
yoldaşıyla,yoldaşıyla
vermədən,vermədən
görürsüz,görürsünüz
digərləri,digərləri
kəsdi,kəsdi
Bankı,bankı
vidinə,vidinə
yaşamağın,yaşamağın
başladiq,başladıq
reyalda,realda
etmədiyini,etmədiyini
əzyət,əziyyət
Pozitiv,pozitiv
himayə,himayə
Detallari,detalları
muddet,müddət
nəqliyyata,nəqliyyata
dalıyca,dalıyca
yekəxana,yekəxana
olduğumuz,olduğumuz
bağışlıyın,bağışlayın
xususiyət,xüsusiyyət
danladı,danladı
idmanla,idmanla
tikdirib,tikdirib
həyatım,həyatım
Dolab,dolab
deməlidi,deməlidir
sədri,sədri
təqdim,təqdim
gözəldir,gözəldir
kişi-qadın,kişi-qadın
sinifyoldaşım,sinif yoldaşım
keçirdim,keçirdim
dunya,dünya
çatır,çatır
bıəy,bəy
Porsche,Porsche
kişilərin,kişilərin
kişilərə,kişilərə
ailəyik,ailəyik
xalq,xalq
bel,bel
evliyəm,evliyəm
istediyimiz,istədiyimiz
doğurduğu,doğurduğu
yığmaram,yığmaram
damar,damar
Erkən,erkən
erzide,ərzində
nömremi,nömrəmi
seyleri,şeyləri
doğmasan,doğmasan
unutmaq,unutmaq
Nəsibzadə,Nəsibzadə
bir-birinə,bir-birinə
adidi,adidir
Bilmədim,bilmədim
razılaşdım,razılaşdım
Şəxsən,şəxsən
yasiya,yaşaya
qacir,qaçır
başçısıdi,başçısıdır
Dözmürəm,dözmürəm
tikmek,tikmək
kiminləsə,kiminləsə
kursda,kursda
aksesuarları,aksesuarları
işlərini,işlərini
hüzur,hüzur
erseye,ərsəyə
getmeye,getməyə
qınayırlar,qınayırlar
məşğul,məşğul
faciəsində,faciəsində
nəticələr,nəticələr
qazanır,qazanır
deyilene,deyilənə
kuye,küyə
savadsız,savadsız
bilməyən,bilməyən
fevral,fevral
coxalanda,çoxalanda
mıkrobum,mikrobum
Ve,və
tutmursa,tutmursa
səhvini,səhvini
çıxırlar,çıxırlar
gelsın,gəlsin
sevgilme,sevgilimə
Elmar,Elmar
qaçıb,qaçıb
yarasdira,yaraşdıra
düşmənçiliyi,düşmənçiliyi
Düşüncəsiz,Düşüncəsiz
mashindir,maşındır
tin,tin
hansısa,hansısa
Muradlı,Muradlı
etdirmirəm,etdirmirəm
bilmediyin,bilmədiyin
yaşamaram,yaşamaram
Hacağa,Hacıağa
doluyam,doluyam
qardaşı,qardaşı
11€,11€
SAVALAN,Savalan
qalmağım,qalmağım
xasiyeti,xasiyyəti
yaşamamağımız,yaşamamağımız
Metroda,metroda
özüvü,özünü
cismim,cismim
İnternet,internet
tutaq,tutaq
özünüzə,özünüzə
2005-2006-cı,2005-2006-cı
bacarıqları,bacarıqları
fikrin,fikrin
Ehtiram,Ehtiram
Eger,əgər
magistr,magistratura
düşünmezdim,düşünməzdim
baslayib,başlayıb
tapsın,tapsın
birşeylə,birşeylə
baxdigini,baxdığını
sirket,şirkət
chatmir,çatmır
adamlarıdır,adamlarıdır
unuduruq,unuduruq
deməli,deməli
yordumsa,yordumsa
mübahisədə,mübahisədə
şebekelerde,şəbəkələrdə
öpücük,öpücük
gonderirsiz,göndərirsiniz
edəcəm,edəcəm
8ci,8-ci
oturmuşuq,oturmuşuq
xalalarimiz,xalalarımız
vurmuşdu,vurmuşdu
arıqsan,arıqsan
izləyib,izləyib
qapanıq,qapanıq
atacam,atacam
weyini,şeyini
vermisizsə,vermisinizsə
yedi,yedi
İsgəndərov,İsgəndərov
sahibine,sahibinə
Rey,rəy
məslə,məsələ
qulağıma,qulağıma
Deseydi,desəydi
təkəm,təkəm
xesteyem,xəstəyəm
adiləşib,adiləşib
sevinc,sevinc
kiwilere,kişilərə
qaş,qaş
depressiyaya,depressiyaya
forsunka,forsunka
dələduzik,dələduzluq
storylərə,storylərə
karopkasinin,karopkasının
dishim,dişim
1L,1l
həsrət,həsrət
eləməkdən,eləməkdən
yagin,yəqin
yanindayam,yanındayam
Baldizim,baldızım
tecrubesi,təcrübəsi
yatmışam,yatmışam
guvenirdim,güvənirdim
təzələyim,təzələyim
uduzmuşam,uduzmuşam
güvənərək,güvənərək
evlənənləri,evlənənləri
idim,idim
öpüşməni,öpüşməni
heyecan,həyəcan
yaşıya,yaşaya
xarakterde,xarakterdə
fərd,fərd
maraq,maraq
tünd,tünd
sevdiylərimin,sevdiklərimin
zeif,zəif
Fotonu,fotonu
sizinle,sizinlə
Passiv-Aqressiv,passiv-aqressiv
gedir,gedir
sənədlər,sənədlər
başlayir,başlayır
ailəm,ailəm
eşidən,eşidən
Məcbur,məcbur
gedəcəyi,gedəcəyi
strees,stress
duzeleceyim,düzələcəyim
Evimiz,evimiz
odenisi,ödənişi
mehleden,məhlədən
Sonatalari,Sonatalari
üzre,üzrə
YARIM,yarım
sallaya,sallaya
bilmədik,bilmədik
sevdiyimə,sevdiyimə
saati,saatı
həvəsi,həvəsi
partlayar,partlayar
zehniyyətin,zehniyyətin
Maraqlıdır,maraqlıdır
barismaq,barışmaq
dövlətinə,dövlətinə
omrunu,ömrünü
dinin,dinin
yazara,yazara
satmayin,satmayın
Saysaq,saysaq
tədbirsizlikdir,tədbirsizlikdir
toyum,toyum
oxuyarkəndə,oxuyarkən də
genclik,gənclik
əyərək,əyərək
basini,başını
qalxan,qalxan
hazırlaşırken,hazırlaşarkən
ehtimalim,ehtimalım
litrdən,litrdən
Tehlukeli,təhlükəli
anamla,anamla
qurtulduq,qurtulduq
Masının,maşının
parkın,parkın
zəifləyəndə,zəifləyəndə
davranordiki,davranırdı ki
dediklərimi,dediklərimi
Adına,adına
verilib,verilib
evlərə,evlərə
evləndirəcəyik,evləndirəcəyik
heftedi,həftədir
düşünmürem,düşünmürem
bulantısı,bulantısı
Vecsiz,vecsiz
puluna,puluna
delisenmi,dəlisenmi
yolunda,yolunda
şübhə,şübhə
salmaqa,salmağa
həddi,həddi
geyimdə,geyimdə
yazanlaradır,yazanlaradır
kompleksim,kompleksim
pərgara,pərgara
mebleğinde,məbləğində
kayfimi,kayfımı
Vurdurmaga,vurdurmağa
almaqida,almağı da
Mende,mən də
Carolla,Carolla
heyatini,həyatını
Bele,belə
eynək,eynək
etdin,etdin
qabağa,qabağa
unutmamishdim,unutmamışdım
yaranmağa,yaranmağa
patrixat,patriarxat
rastlaşdıqdq,rastlaşdıqda
duşmusen,düşmüsən
kiralamaq,kiralamaq
verməz,verməz
bəs,bəs
evlənməzdim,evlənməzdim
Güvən,güvən
axsam,axşam
işlediyi,işlədiyi
çatdırmaq,çatdırmaq
Dişi,dişi
məsləgət,məsləhət
lazımsız,lazımsız
başqası,başqası
məzələnir,məzələnir
Vaxtı,vaxtı
boğulur,boğulur
təpik,təpik
ailesiynen,ailəsiynən
neden,nədən
paylaşmışdım,paylaşmışdım
istiyirəm,istəyirəm
odeyirsen,ödəyirsən
saxlamazki,saxlamaz ki
ataligimin,atalığımın
senarilər,ssenarilər
yazırıq,yazırıq
qabağınıza,qabağınıza
ailən,ailən
Söyüş,söyüş
qulluq,qulluq
görmədiyim,görmədiyim
axtararsız,axtararsınız
bilməmişdim,bilməmişdim
biletim,biletim
Oda,o da
ondanda,ondan da
bizimlə,bizimlə
deməzdim,deməzdim
erefelerde,ərəfələrdə
kecid,keçid
narahatlıqlar,narahatlıqlar
ancaq,ancaq
icazələr,icazələr
desteyim,dəstəyim
amputasiya,amputasiya
gəlməsin,gəlməsin
qeza,qəza
göndərim,göndərim
yaşayırmış,yaşayırmış
duzelmek,düzəlmək
keç,keç
Polislere,polislərə
isdehsali,istehsalı
namaz,namaz
Kimsə,kimsə
gənclər,gənclər
saymır,saymır
evlənməyimizi,evlənməyimizi
yazdin,yazdın
küsmüşəm,küsmüşəm
küçelerinde,küçələrində
Cahid,Cahid
necə,necə
Rəfiqəm,rəfiqəm
atamin,atamın
gözümün,gözümün
korpusda,korpusda
birindən,birindən
ətrafıma,ətrafıma
etdim,etdim
qismetden,qismətdən
bilmemisem,bilməmişəm
gedərək,gedərək
Mayil,Mayıl
inanmıram,inanmıram
sevdiyiniz,sevdiyiniz
hərçənd,hərçənd
niə,niyə
mesajini,mesajını
dayanmasin,dayanmasın
aydir,aydır
psixaloji,psixoloji
bizlər,bizlər
atmağ,atmaq
quruplarda,qruplarda
razılaşır,razılaşır
kömeklik,köməklik
olmaqdır,olmaqdır
deymeliyem,deməliyəm
Hətda,hətta
bagli,bağlı
bacısınıda,bacısını da
qardaşıma,qardaşıma
qərara,qərara
reallıqdan,reallıqdan
artig,artıq
özunnən,özündən
Teymur,Teymur
gunu,günü
anasini,anasını
rəhbərliklərinə,rəhbərliklərinə
hərləmir,hərləmir
cavabın,cavabın
60-65,60-65
bezdirici,bezdirici
gelecek,gələcək
yoldaşını,yoldaşını
haqlı,haqlı
açıb,açıb
Evdəkilər,evdəkilər
əsl,əsl
görünüşlü,görünüşlü
yazmiwam,yazmışam
övladım,övladım
Gah,gah
etdikdə,etdikdə
motordu,motordur
sesindan,səsindən
rahatligi,rahatlığı
yazanlara,yazanlara
mesxeresiz,məsxərəsiz
kimlər,kimlər
gostermeye,göstərməyə
parçasıyıq,parçasıyıq
blokluyur,blokluyur
buyurur,buyurur
deyersiz,dəyərsiz
bilmezsen,bilməzsən
gedesi,gedəsi
xoşuma,xoşuma
Vaz,vaz
götürmüşdü,götürmüşdü
qədər,qədər
qaçan,qaçan
isleyirdi,işləyirdi
keçici,keçici
düşməzdi,düşməzdi
iwleyirler,işləyirlər
Surenlerden,sürənlərdən
stop,stop
Səninkimilər,səninkimilər
kürəkənidir,kürəkənidir
Qəbirdən,qəbirdən
məntiqlə,məntiqlə
Qızlarda,qızlar da
spirtsiz,spirtsiz
talibləri,talibləri
aldadir,aldadır
hesabina,hesabına
cekmey,çəkmək
Girirlər,girirlər
çıxarsınlar,çıxartsınlar
havani,havanı
bəyan,bəyan
yaşımız,yaşımız
bildimki,bildim ki
axtaranlara,axtaranlara
ehval,əhval
adamlarini,adamlarını
qebir,qəbir
törətmişsə,törətmişsə
nəzarəti,nəzarəti
ali,ali
tüpürüm,tüpürüm
ailəsindən,ailəsindən
küncdə-bucaqda,küncdə-bucaqda
içirəm,içirəm
keçirərək,keçirərək
İşi-gücü,işi-gücü
ilahi,ilahi
Rafael,Rafael
yaz,yaz
satiram,satıram
Polislə,polislə
dəfə,dəfə
mənzil,mənzil
jurnalının,jurnalının
cizgi,cizgi
baxarkən,baxarkən
gorur,görür
ciddiləşdiyi,ciddiləşdiyi
olayı,olayı
çarəm,çarəm
saymazlıq,saymazlıq
İstediyimi,istədiyimi
ağlima,ağlıma
qardasimin,qardaşımın
Ya,ya
Səfərovun,Səfərovun
isteyende,istəyəndə
səsi,səsi
pozulmuşdu,pozulmuşdu
oturum,oturum
qazanirsan,qazanırsan
Məlum,məlum
qonşumuz,qonşumuz
atmışam,atmışam
tətildə,tətildə
istemirik,istəmirik
elimden,əlimdən
övladlarının,övladlarının
mudete,müddətə
müvəqqəti,müvəqqəti
yanıldığımı,yanıldığımı
bilirdi,bilirdi
mexanizmi,mexanizmi
yatıbsa,yatıbsa
gozumle,gözümlə
ürek,ürek
qalmamasına,qalmamasına
Sürücülər,sürücülər
goturdu,götürdü
Yalanlar,yalanlar
rəğmən,rəğmən
kəsib,kəsib
Əstafurullah,Əstəğfürullah
olunurdu,olunurdu
verərlər,verərlər
oxuyurdu,oxuyurdu
atmışdım,atmışdım
gözümü,gözümü
seyfin,seyfin
Böyük,böyük
alacağım,alacağım
Marketde,marketdə
elaqe,əlaqə
aqrilarim,ağrılarım
secim,seçim
müavin,müavin
İdarəsinin,idarəsinin
qalxıb,qalxıb
həcminə,həcminə
yaşında,yaşında
dedikdən,dedikdən
idarə,idarə
təşkilatlara,təşkilatlara
günah,günah
Nağd,nağd
yaşin,yaşın
personalla,personalla
Qalanı,qalanı
tayı,tayı
korlanib,korlanıb
Psixoloq,psixoloq
təcrübənizden,təcrübənizdən
çıxıb,çıxıb
olaraq,olaraq
sirketdi,şirkətdi
anlamıram,anlamıram
5-dir,5-dir
seqmentde,seqmentdə
Ozum,özüm
sonları,sonları
pullarini,pullarını
Oxudugunuz,oxuduğunuz
soxmalar,soxmalar
arzum,arzum
ailələr,ailələr
Defelerle,dəfələrlə
Bildiyimə,bildiyimə
böyrək,böyrək
İnanmayin,inanmayın
Həmdə,həm də
stekan,stəkan
dostumla,dostumla
qalir,qalır
neçənci,neçənci
istemesem,istəməsəm
kənarda,kənarda
şeylər,şeylər
ikincisiysə,ikincisi isə
yonelde,yönəldə
qalacaq,qalacaq
müdaxilə,müdaxilə
mükəmməllik,mükəmməllik
taliblərmə,taliblərimə
Abdullayev,Abdullayev
sekillerini,şəkillərini
hekayələri,hekayələri
səs,səs
Ramanı,Ramana
gunden,gündən
diger,diger
Nanələrə,nanələrə
böyüdürlər,böyüdürlər
Ağaclara,ağaclara
polisdə,polisdə
izləyicilərin,izləyicilərin
oxumaq,oxumaq
dabam,daban
kişilərində,kişilərin də
AMMA,amma
biləcək,biləcək
həyatdan,həyatdan
tövsiyyələrdən,tövsiyyələrdən
versinlər,versinlər
bibi,bibi
ölüb,ölüb
meyl,meyl
demişik,demişik
depresiya,depressiya
yasiyammiram,yaşaya bilmirəm
limonlu,limonlu
yazın,yazın
atmosferler,atmosferlər
Qasımlı,Qasımlı
duz,duz
madiyyata,maddiyyata
nazirede,nazirə də
gün,gün
nifrətə,nifrətə
analarından,analarından
fikirləşirdi,fikirləşirdi
2-si,2-si
südü,südü
yetirirem,yetirirəm
arvadı,arvadı
qazandığını,qazandığını
fikirləşəcək,fikirləşəcək
etmirsen,etmirsən
əlaqəmiz,əlaqəmiz
illik,illik
atiram,atıram
Express,express
problemdir,problemdir
qrupumuz,qrupumuz
Temirle,təmirlə
izniniz,izniniz
etməyəcək,etməyəcək
hasant,asan
çəkənlərdən,çəkənlərdən
defeler,dəfələr
eseblesirem,əsəbiləşirəm
semestrı,semestri
Azərbaycan,Azərbaycan
2002-ci,2002-ci
Ora,ora
Benz,Benz
yaşıdım,yaşıdım
Talant,talant
içmək,içmək
şeylərə,şeylərə
üçüb,üçün
Deyəcəksiz,deyəcəksiz
Kərimlinin,Kərimlinin
keçmişimi,keçmişimi
gulumseyir,gülümsəyir
silkələnmə,silkələnmə
enerji,enerji
sürücülərinə,sürücülərinə
isteyirik,istəyirik
dəyişdi,dəyişdi
münaqişəsində,münaqişəsində
bildirmək,bildirmək
gösderir,göstərir
dəyişəsi,dəyişəsi
ish,iş
bosluqlarindan,boşluqlarından
illərdi,illərdi
köçməyə,köçməyə
istəməyimlə,istəməyimlə
isteyirəm,istəyirəm
toyla,toyla
bizdə,bizdə
Hami,hamı
yaradırmı,yaradırmı
Necə,necə
qayğıların,qayğıların
mewe,meşə
elədi,elədi
mennen,məndən
sehvlerde,səhvlərdə
tanislardan,tanışlardan
oxuduz,oxuduz
utanırdıq,utanırdıq
duşuncələr,düşüncələr
eliyirki,eləyir ki
kişilərdən,kişilərdən
vermek,vermək
Lap,lap
sorusmaq,soruşmaq
şeydi,şeydir
termin,termin
Yeniden,yeniden
atdı,atdı
keçəcəyin,keçəcəyin
stolbaya,stolbaya
Dükanci,dükançı
paket,paket
Məsləhətdirmi,məsləhətdirmi
şərtlərini,şərtlərini
Novbeti,növbəti
geridən,geridən
olmazsa,olmazsa
beye,bəyə
isteyirdi,istəyirdi
fenliyir,fenləyir
tanışlarımız,tanışlarımız
birinci,birinci
Sozum,sözüm
Qohum,qohum
gorduklerim,gördüklərim
deyilsiz,deyilsiniz
sevmese,sevməsə
qurdum,qurdum
Babək,Babək
hereketdi,hərəkətdi
saxlıyır,saxlayır
danisiram,danışıram
nevrozam,nevrozam
dizi,dizi
sudurğa,sudurğa
aparan,aparan
kamil,kamil
ewya,əşya
əla,əla
tərgit,tərgit
söndürüb,söndürüb
onada,ona da
ewidirem,eşidirəm
rəyə,rəyə
14-15,14-15
bulari,bunları
uşaqlardan,uşaqlardan
mövcuddur,mövcuddur
Anamı,anamı
geriye,geriyə
nənə,nənə
yaşadiği,yaşadığı
edirmiş,edirmiş
üzerinden,üzərindən
Humanizm,humanizm
2aydir,2 aydır
dibe,dibə
xoşladığım,xoşladığım
münasibətdədir,münasibətdədir
vəchlə,vəchlə
para,para
yemeyimin,yeməyimin
vegeteriyanam,vegeteriyanam
uşaqlıqdan,uşaqlıqdan
Turk,Türk
tələbədən,tələbədən
mövzusu,mövzusu
sevmədi,sevmədi
vaxtınız,vaxtınız
eləmədiyim,eləmədiyim
ağlınca,ağlınca
kosmetikama,kosmetikama
Söz,söz
Bəlkə,bəlkə
tema,tema
sürəcəm,sürəcəyəm
qurduqdan,qurduqdan
Nivadir,nivadır
sedaqqetli,sədaqətli
göndərilən,göndərilən
Hunday,Hunday
evləndirilən,evləndirilən
meşəlik,meşəlik
qohumları,qohumları
Bunların,bunların
ağlımın,ağlımın
öldürmür,öldürmür
Əvəllər,əvvəllər
bizden,bizdən
saxta,saxta
Bakıda,Bakıda
açmağa,açmağa
nəsihətlerinizden,nəsihətlərinizdən
davranış,davranış
itirmək,itirmək
Dinlemedim,dinləmədim
Kendlerin,kəndlərin
qədir,qədir
evlənib,evlənib
iş,iş
müştər,müştəri
basqa,başqa
filankəsindir,filankəsindir
əmlakın,əmlakın
sagilmir,sağılmır
məşğuliyyətlər,məşğuliyyətlər
9ayliqdir,9 aylıqdır
qadınınsa,qadınınsa
yerini,yerini
əsəbləri,əsəbləri
yanimdadi,yanımdadı
ikisidə,ikisi də
reqs,rəqs
maksimum,maksimum
komfortlu,komfortlu
kollektivə,kollektivə
həyatatınızı,həyatınızı
geldı,gəldi
birilərini,birilərini
bunları,bunları
xestelik,xəstəlik
Bawqa,başqa
deyişim,dəyişim
müharibe,müharibə
ərinə,ərinə
açılmayıb,açılmayıb
gonderilen,gündərilən
dedikdə,dedikdə
Ulviyya,Ülviyyə
qısa,qısa
200manatdan,200 manatdan
MUSFİQ,Müşviq
adıynan,adıyla
eder,edər
əlbəttə,əlbəttə
tapsirardi,tapşırardı
iwleyirem,işləyirəm
Səsim,səsim
astaca,astaca
istəmirdi,istəmirdi
mərkəzində,mərkəzində
myox,yox
maraqlidi,maraqlıdır
atasının,atasının
şəhəri,şəhəri
fədəkar,fədakar
slesar,slesar
mühərrikini,mühərrikini
edirsə,edirsə
arzularim,arzularım
həyəcanlanır,həyəcanlanır
markali,markalı
ezizlerim,əzizlərim
analız,analiz
əlaqələndirib,əlaqələndirib
sevgilimde,sevgilim də
baxışından,baxışından
bosandim,boşandım
goresen,görəsən
vaxd,vaxt
boğmayın,boğmayın
edəbiləcəyi,edə biləcəyi
olduguma,olduğuma
müddətdir,müddətdir
qəsəbəsi,qəsəbəsi
dəyərini,dəyərini
sevilməkdə,sevilməkdə
Eldar,Eldar
Reaksiyası,reaksiyası
insanlarn,insanların
Qızdırmanı,qızdırmanı
yaxnlarda,yaxınlarda
həyatim,həyatım
ince,incə
qərarlaşdiraram,qərarlaşdıraram
derslerimi,dərslərimi
anam,anam
ünvanında,ünvanında
ayrılım,ayrılım
moykaya,moykaya
deyishmekdir,dəyişməkdir
endekrenoloq,endokrinoloq
yazmasin,yazmasın
dəyərli,dəyərli
DEYİM,deyim
Rüstəmov,Rüstəmov
göndərirdim,göndərirdim
Bulari,bunları
qurmursan,qurmursan
bəhanəsi,bəhanəsi
qaralmaga,qaralmağa
məndəki,məndəki
bawqadi,başqadır
duygusal,duyğusal
modeli,modeli
görən,görən
yutubda,yutubda
tüstü,tüstü
soruşanda,soruşanda
nede,nədə
aqresiya,aqressiya
kecen,keçən
əhvalım,əhvalım
Eado,Eado
damari,damarı
münasibetimden,münasibətimdən
vaxtımdada,vaxtımda da
ehtiyatlı,ehtiyatlı
otrub,oturub
qaynaqçı,qaynaqçı
basqasi,başqası
dostlarımla,dostlarımla
Sevdiyi,sevdiyi
rahatlıqdır,rahatlıqdır
yazardı,yazardı
uşaqlıqda,uşaqlıqda
gedəcəm,gedəcəyəm
dözmürdü,dözmürdü
qötürüldü,götürüldü
haram,haram
Məktəb,məktəb
Iphone-lara,Iphone-lara
ailesine,ailəsinə
haldırmı,haldırmı
kababın,kababın
bakunu,Bakını
qarışdırdı,qarışdırdı
dominantliqini,dominantlığını
keçid,keçid
təcavüz,təcavüz
sonumuz,sonumuz
Camaat,camaat
edeyim,edəcəyim
namehremik,naməhrəmlik
Dəyişdi,dəyişdi
Qızların,qızların
qarşıyam,qarşıyam
Demək,demək
götürmək,götürmək
Eşitdiyim,eşitdiyim
QonaqOL,qonaq ol
Yaşadığımız,yaşadığımız
şəhərdən,şəhərdən
fikirlese,fikirləşə
Turu,turu
şexse,şəxsə
Ozunun,özünün
meşgul,məşğul
yoxdurmu,yoxdurmu
baxirdi,baxırdı
ömürlük,ömürlük
bilməzsiniz,bilməzsiniz
26-27min,26-27min
qörə,görə
İntrovertliyimdən,introvertliyimdən
10-20,10-20
ümidinin,ümidinin
danışdı,danışdı
məhləyə,məhləyə
yəgin,yəqin
istəyərsizinmi,istəyərsizinmi
pravaya,pravaya
ağlayır,ağlayır
davranişlar,davranışlar
avtomat,avtomat
bəziləri,bəziləri
Sukurler,şükürlər
baxışda,baxışda
konkret,konkret
dusmurem,düşmürəm
verə,verə
deməmişəm,deməmişəm
yuxulu,yuxulu
Rasim,Rasim
evlərdə,evlərdə
itire,itirə
bağışladım,bağışladım
buraxmırsan,buraxmırsan
etməklə,etməklə
Nişanlım,nişanlım
hesablanır,hesablanır
aileye,ailəyə
arıqlığıma,arıqlığıma
gələcək,gələcək
yazımı,yazımı
Lalafoya,lalafoya
çoxu,çoxu
qoşulub,qoşulub
təhsilim,təhsilim
iwin,işin
ederdiz,edərdiniz
dənizçi,dənizçi
irəliləyir,irəliləyir
Oğru,oğru
hamilə,hamilə
əlimdə,əlimdə
yasiyan,yaşayan
yetişib,yetişib
fikirleriniz,fikirləriniz
kibrit,kibrit
potensiyalına,potensialına
leddi,yeddi
başında,başında
sözümüzü,sözümüzü
yagdan,yağdan
şirələri,şirələri
yerləşdirib,yerləşdirib
qoymadılar,qoymadılar
İnfinity,İnfinity
sehifesine,səhifəsinə
Mustafadı,Mustafadır
riski,riski
getmişəm,getmişəm
səhifənin,səhifənin
oğlansan,oğlansan
ehtiyaci,ehtiyacı
qaytarmillar,qaytarmırlar
ailem,ailəm
tiktoku,tiktoku
oxsar,oxşar
duzelecek,düzələcək
dusunmekden,düşünməkdən
keçirilir,keçirilir
işinə,işinə
mahnılara,mahnılara
gelibmi,gəlibmi
yazmiram,yazmıram
olmuşdular,olmuşdular
getmesəm,getməsəm
ömrümü,ömrümü
Almaga,almağa
fərqlidi,fərqlidir
yoneltmisem,yönəltmişəm
Birlikdə,birlikdə
uşağim,uşağım
pulla,pulla
İlkin,İlkin
silirler,silirlər
qısqanclıq,qısqanclıq
2013-un,2013-ün
insanlarin,insanların
keçməyib,keçməyib
xüsusiyyətimə,xüsusiyyətimə
çarəsizəm,çarəsizəm
xaam,xam
qonşulardan,qonşulardan
Nəcəfovun,Nəcəfovun
yaxşıydı,yaxşı idi
verirlər,verirlər
bakida,Bakıda
nəşə,nəşə
qetı,qəti
5-ci,5-ci
düşməlidi,düşməlidi
dediler,dedilər
arxasinda,arxasında
tətbiqi,tətbiqi
Gözlədimki,gözlədim ki
deyende,deyəndə
sadedir,sadədir
dəyməsən,dəyməsən
donum,donum
açmırdı,açmırdı
gorunusumu,görünüşümü
Mokka,molla
hansıdır,hansıdır
zibilin,zibilin
deydi,dəydi
restoranlarda,restoranlarda
bağlamaq,bağlamaq
göndərəcəm,göndərəcəyəm
Qıza,qıza
AZNdən,AZN-dən
iyunda,iyunda
varlandığını,varlandığını
Demişdiki,demişdi ki
İnsandı,insandır
genis,geniş
bərabər,bərabər
fikirlerini,fikirlərini
misallarda,misallarda
iş,iş
Gönül,könül
elememisem,eləməmişəm
görsənə,görsənə
qederini,qədərini
atanin,atanın
kimdisə,kimdisə
Eksine,əksinə
ödənişi,ödənişi
sındırmışam,sındırmışam
vezyetdeyem,vəziyyətdəyəm
teşekkürler,təşəkkürlər
olduğunu,olduğunu
movzunu,mövzunu
intim,intim
qonağ,qonaq
soydaşlarımıza,soydaşlarımıza
filankəsi,filankəsi
mexanika,mexanika
təkər,təkər
axarına,axarına
saxlamalısınız,saxlamalısınız
ağlamaqdan,ağlamaqdan
oturmagi,oturmağı
göndəririk,göndəririk
tərəfindən,tərəfindən
qərarım,qərarım
ətrafda,ətrafda
kuçede,küçədə
gelmishdiler,gəlmişdilər
