,text,label,prediction,distance,org
32784,paylaşdığınız,paylaşdığınız,paylaşdığınız,0.0,0.0
41603,qabağınıza,qabağınıza,qabağınıza,0.0,0.0
38786,attestat,attestat,attestat,0.0,0.0
12190,genetika,genetika,genetika,0.0,0.0
29172,danışan,danışan,danışan,0.0,0.0
12819,lügəti,lüğəti,lüğəti,0.0,1.0
24626,KİTABLARI,kitabları,kitabları,0.0,9.0
38672,bilsez,bilsəniz,bilsəz,2.0,3.0
7235,qızsan,qızsan,qızsan,0.0,0.0
29603,qumara,qumara,qumara,0.0,0.0
44225,firranmaq,fırlanmaq,firranmaq,2.0,2.0
19200,Üsul,üsul,üsul,0.0,1.0
44268,Bacım,bacım,bacım,0.0,1.0
38497,açıx,açıq,açıq,0.0,1.0
6055,üreyimde,ürəyimdə,ürəyimdə,0.0,2.0
22611,office,ofis,office,3.0,3.0
19562,Saridan,Sarıdan,Saridan,1.0,1.0
23785,Mall,mall,Mall,1.0,1.0
32686,yanacaq,yanacaq,yanacaq,0.0,0.0
12681,VAllah,Vallah,VAllah,1.0,1.0
40609,Köçürməyə,köçürməyə,köçürməyə,0.0,1.0
36553,irada,iradə,irada,1.0,1.0
30197,Sosial,sosial,sosial,0.0,1.0
35282,Rana,Rəna,Rana,1.0,1.0
43745,vermiş,vermiş,vermiş,0.0,0.0
43209,incə,incə,incə,0.0,0.0
23938,dadına,dadına,dadına,0.0,0.0
32467,yatın,yatın,yatın,0.0,0.0
18649,Yig,yığ,Yig,3.0,3.0
23337,yaxinliginda,yaxınlığında,yaxınlığında,0.0,4.0
14533,yarimciqdir,yarımçıqdır,yarımçıqdır,0.0,4.0
13352,qramatikasının,qrammatikasının,qramatikasının,1.0,1.0
670,pulumla,pulumla,pulumla,0.0,0.0
18978,Rəisə,rəisə,rəisə,0.0,1.0
26394,qayıdan,qayıdan,qayıdan,0.0,0.0
22726,pozacağ,pozacaq,pozacağ,1.0,1.0
6626,mükəmməllikdir,mükəmməllikdir,mükəmməllikdir,0.0,0.0
18703,eləbelədi,elə belədir,eləbelədi,2.0,2.0
33050,dinamikasinin,dinamikasının,dinamikasının,0.0,2.0
8116,Köməyin,köməyin,köməyin,0.0,1.0
26863,təmiri,təmiri,təmiri,0.0,0.0
44831,dominantlıqi,dominantlığı,dominantlıqi,2.0,2.0
4463,qruplara,qruplara,qruplara,0.0,0.0
28835,bilin,bilin,bilin,0.0,0.0
21354,Duwmez,düşməz,düşməz,0.0,4.0
43615,bazarının,bazarının,bazarının,0.0,0.0
21726,marker,marker,marker,0.0,0.0
8261,olmaliydi,olmalı idi,olmaliydi,3.0,3.0
29609,evdən,evdən,evdən,0.0,0.0
22217,divident,divident,divident,0.0,0.0
41029,sağulun,sağolun,sağulun,1.0,1.0
20802,Laçın,Laçın,Laçın,0.0,0.0
36628,eliyer,eliyər,eliyər,0.0,1.0
12225,ölmez,ölməz,ölməz,0.0,1.0
43089,misallardi,misallardı,misallardi,1.0,1.0
17167,Nasazliq,nasazlıq,nasazlıq,0.0,2.0
4797,Mehtiyev,Mehtiyev,Mehtiyev,0.0,0.0
8307,nömresi,nömrəsi,nömrəsi,0.0,1.0
36724,namussuzlara,namussuzlara,namussuzlara,0.0,0.0
42898,Heç,heç,heç,0.0,1.0
18067,deyirer,deyirlər,deyir,3.0,2.0
2478,mesıehet,məsləhət,məsəhətə,2.0,4.0
36965,otağına,otağına,otağına,0.0,0.0
37106,uzvleri,üzvləri,üzvləri,0.0,2.0
12593,almasa,almasa,almasa,0.0,0.0
32572,keçilən,keçilən,keçilən,0.0,0.0
23629,yasdiki,yaşdır ki,yasdiki,4.0,4.0
204,dinim,dinim,dinim,0.0,0.0
17399,Ölkə,ölkə,ölkə,0.0,1.0
33007,yarımildə,yarım ildə,yarımildə,1.0,1.0
18017,pozurb,pozur,pozur,0.0,1.0
8409,xəbərlərdə,xəbərlərdə,xəbərlərdə,0.0,0.0
2422,ushaqdan,uşaqdan,uşaqdan,0.0,2.0
36608,Helede,hələ də,hələ də,0.0,5.0
23140,saldığı,saldığı,saldığı,0.0,0.0
5186,satirsa,satırsa,satırsa,0.0,1.0
44450,olkeni,ölkəni,ölkəni,0.0,2.0
38246,2019du,2019-du,2019du,1.0,1.0
19291,nasazdısa,nasazdırsa,nasazdırsa,0.0,1.0
31904,axtarsanız,axtarsanız,axtarsanız,0.0,0.0
10573,Məsləhətlərinizi,məsləhətlərinizi,məsləhətlərinizi,0.0,1.0
12400,Telefonun,telefonun,telefonun,0.0,1.0
7707,tarixini,tarixini,tarixini,0.0,0.0
9609,sınaglarin,sınaqların,sınaglarin,2.0,2.0
39890,Xəbər,xəbər,xəbər,0.0,1.0
26651,Qiza,qıza,qıza,0.0,2.0
12376,müəllimlərə,müəllimlərə,müəllimlərə,0.0,0.0
12470,isayev,İsayev,İsayev,0.0,1.0
27251,yeridir,yeridir,yeridir,0.0,0.0
9260,8c,8 c,8c,1.0,1.0
40079,yoxladıq,yoxladıq,yoxladıq,0.0,0.0
21293,Tedris,tədris,Tedris,2.0,2.0
33709,maas,maaş,maas,1.0,1.0
7034,Verə,verə,verə,0.0,1.0
931,qebul,qəbul,qəbul,0.0,1.0
23829,tondusa,tondursa,tondusa,1.0,1.0
33822,qrant,qrant,qrant,0.0,0.0
35755,Proqram,proqram,proqram,0.0,1.0
13134,limiti,limiti,limiti,0.0,0.0
1953,muqavilesi,müqaviləsi,müqaviləsi,0.0,2.0
13965,respublikası,respublikası,respublikası,0.0,0.0
43372,saytında,saytında,saytında,0.0,0.0
6270,5gunnen,5 gündən,5gunnen,4.0,4.0
15781,insanıq,insanıq,insanıq,0.0,0.0
34165,nöktəsinə,nöqtəsinə,nöktəsinə,1.0,1.0
34454,hikmet,Hikmət,hikmət,1.0,2.0
37541,Vilayət,Vilayət,Vilayət,0.0,0.0
41804,secim,seçim,seçim,0.0,1.0
27040,Şərif,Şərif,Şərif,0.0,0.0
3091,altindaki,altındakı,altındakı,0.0,2.0
41681,bezdirici,bezdirici,bezdirici,0.0,0.0
25213,Texniki,texniki,texniki,0.0,1.0
2793,probleminə,probleminə,probleminə,0.0,0.0
28550,sərxoş,sərxoş,sərxoş,0.0,0.0
11978,aşağıdır,aşağıdır,aşağıdır,0.0,0.0
41197,dindir,dindir,dindir,0.0,0.0
19987,asanddir,asandır,asanddir,2.0,2.0
31617,Turac,Turac,Turac,0.0,0.0
17131,sualimda,sualımda,sualımda,0.0,1.0
27955,kuside,Kuside,kuside,1.0,1.0
26170,Bilənlər,bilənlər,bilənlər,0.0,1.0
40537,unidə,universitetdə,unidə,8.0,8.0
25508,gönderdim,göndərdim,göndərdim,0.0,1.0
12922,4'cü,4 cü,4-cü,1.0,1.0
42147,duygusal,duyğusal,duygusal,1.0,1.0
15169,olarfa,olar da,olarfa,2.0,2.0
3308,hallanmır,hallanmır,hallanmır,0.0,0.0
26501,baxçaya,baxçaya,baxçaya,0.0,0.0
21884,qadaganj,qadağan,qadaganj,2.0,2.0
25692,duwmek,duşmək,düşmək,1.0,2.0
31003,herf,hərif,hərf,1.0,2.0
42363,kuçede,küçədə,küçədə,0.0,3.0
28129,Rəhmətə,rəhmətə,rəhmətə,0.0,1.0
8181,Kitabdır,kitabdır,kitabdır,0.0,1.0
11892,fikrimce,fikrimcə,fikrimcə,0.0,1.0
15809,atabilersen,atabilərsən,ata bilərsən,1.0,2.0
33817,ikincidən,ikincidən,ikincidən,0.0,0.0
916,minnetdar,minnətdar,minnətdar,0.0,1.0
22387,sertifikatlar,sertifikatlar,sertifikatlar,0.0,0.0
30169,mirvari,mirvari,mirvari,0.0,0.0
34120,ucadan,ucadan,ucadan,0.0,0.0
25154,Tapmasaz,tapmasaz,Tapmasaz,1.0,1.0
35805,deyqedir,dəqiqədir,deyqedir,4.0,4.0
14092,Satmasa,satmasa,satmasa,0.0,1.0
44585,bele,belə,bele,1.0,1.0
6012,başa,başa,başa,0.0,0.0
27213,bardagin,bardağın,bardağın,0.0,2.0
1066,secilib,seçilib,seçilib,0.0,1.0
3221,biruzə,büruzə,biruzə,1.0,1.0
11172,sönür,sönür,sönür,0.0,0.0
2223,sonluğunun,sonluğunun,sonluğunun,0.0,0.0
8476,vaxtm,vaxtım,vaxtım,0.0,1.0
7243,namazov,Namazov,Namazov,0.0,1.0
43503,viza,viza,viza,0.0,0.0
22347,getməsinə,getməsinə,getməsinə,0.0,0.0
11179,ailələrimizə,ailələrimizə,ailələrimizə,0.0,0.0
7703,suallarini,suallarını,suallarını,0.0,2.0
13490,mağazalar,mağazalar,mağazalar,0.0,0.0
4928,9-ci,9-cu,9-ci,1.0,1.0
8264,Gedəcəm,gedəcəyəm,gedəcəm,2.0,3.0
7741,düşmüşdüm,düşmüşdüm,düşmüşdüm,0.0,0.0
16447,Başyolda,başyolda,Başyolda,1.0,1.0
42332,bərabər,bərabər,bərabər,0.0,0.0
28736,uzaqlaşdira,uzaqlaşdıra,uzaqlaşdıra,0.0,1.0
11592,Aqrar,Aqrar,Aqrar,0.0,0.0
31100,vurduqda,vurduqda,vurduqda,0.0,0.0
39589,tezelikce,təzəlikcə,tezelikce,3.0,3.0
13122,bölgə,bölgə,bölgə,0.0,0.0
39843,junalı,jurnalı,junalı,1.0,1.0
44032,xüsusilə,xüsusilə,xüsusilə,0.0,0.0
28036,yoxlatdıra,yoxlatdıra,yoxlatdıra,0.0,0.0
20573,yolayiricindan,yolayrıcıdan,yolayiricindan,4.0,4.0
42393,fakedir,fakedir,fakedir,0.0,0.0
29298,deleduzlarin,dələduzların,dələduzların,0.0,3.0
1202,mecbur,məcbur,məcbur,0.0,1.0
2241,ailəsiylə,ailəsiylə,ailəsiylə,0.0,0.0
29715,Axsaminiz,axşamınız,axşamınız,0.0,4.0
20544,ayirmir,ayırmır,ayırmır,0.0,2.0
18719,tixacdirsa,tıxacdırsa,tixacdirsa,2.0,2.0
37121,ilişirdi,ilişirdi,ilişirdi,0.0,0.0
14659,dilii,dili,dili,0.0,1.0
42353,mexanika,mexanika,mexanika,0.0,0.0
4740,sınagi,sınağı,sınağı,0.0,2.0
44781,paylasdigi,paylaşdığı,paylaşdığı,0.0,4.0
29396,qoymayacaq,qoymayacaq,qoymayacaq,0.0,0.0
23808,sakitdiy,sakitlik,sakitdiy,2.0,2.0
11642,Konspekt,konspekt,konspekt,0.0,1.0
23113,Kohne,köhnə,köhnə,0.0,3.0
27716,rəftar,rəftar,rəftar,0.0,0.0
27617,Yaxinlarin,yaxınların,yaxınların,0.0,3.0
21015,operativdi,operativdir,operativdi,1.0,1.0
10444,aşikar,aşikar,aşikar,0.0,0.0
12204,mədəniyyət,mədəniyyət,mədəniyyət,0.0,0.0
8493,deməmişdiz,deməmişdiniz,deməmişdiz,2.0,2.0
6024,edərək,edərək,edərək,0.0,0.0
24912,kanaldakı,kanaldakı,kanaldakı,0.0,0.0
25152,Sekilleri,şəkilləri,şəkilləri,0.0,3.0
25046,goture,götür,götürə,1.0,3.0
43156,halda,halda,halda,0.0,0.0
10586,30%,30%,30%,0.0,0.0
16391,edilmiwdir,edilmişdir,edilmiwdir,1.0,1.0
30689,edirdim,edirdim,edirdim,0.0,0.0
4117,yazardıda,yazardıda,yazardı da,1.0,0.0
32411,kişisinden,kişisindən,kişisinden,1.0,1.0
30302,cixmisan,çıxmısan,cixmisan,3.0,3.0
37357,Fikir,fikir,fikir,0.0,1.0
11408,yazılmalıdır,yazılmalıdır,yazılmalıdır,0.0,0.0
4610,nəzərdən,nəzərdən,nəzərdən,0.0,0.0
20571,Omonimdi,omonimdir,Omonimdi,2.0,2.0
3832,murvetovanin,Murvətovanın,murvetovanin,3.0,3.0
5827,sırğam,sırğam,sırğam,0.0,0.0
42108,əlaqələndirib,əlaqələndirib,əlaqələndirib,0.0,0.0
24977,Sebebini,səbəbini,səbəbini,0.0,3.0
27438,haqqına,haqqına,haqqına,0.0,0.0
7458,Ədəbiyyatı,ədəbiyyatı,ədəbiyyatı,0.0,1.0
43114,Iddia,iddia,iddia,0.0,1.0
4680,satarkən,satarkən,satarkən,0.0,0.0
16175,sayiliram,sayılıram,sayılıram,0.0,2.0
26058,Bazar,bazar,bazar,0.0,1.0
30756,bawqa,başqa,başqa,0.0,1.0
8146,icma,icma,icma,0.0,0.0
39404,demirdim,demirdim,demirdim,0.0,0.0
15822,azaltmalidi,azaltmalıdır,azaltmalıdır,0.0,3.0
24238,silmirəm,silmirəm,silmirəm,0.0,0.0
17900,Anlıq,anlıq,anlıq,0.0,1.0
31678,Otaqda,otaqda,otaqda,0.0,1.0
8753,çixmadi,çıxmadı,çıxmadı,0.0,2.0
9435,metni,mətni,mətni,0.0,1.0
39688,9latin,9-ların,9 latın,2.0,3.0
3355,ishim,işim,işim,0.0,2.0
23490,kataqoriyasındada,kateqoriyasında da,kataqoriyasındada,2.0,2.0
31404,manatdır,manatdır,manatdır,0.0,0.0
31580,Mövzuları,mövzuları,mövzuları,0.0,1.0
13213,hesablanacaq,hesablanacaq,hesablanacaq,0.0,0.0
34470,üchün,üçün,üçün,0.0,2.0
43548,sadəsi,sadəsi,sadəsi,0.0,0.0
34706,yazdığını,yazdığını,yazdığını,0.0,0.0
7274,atarduzda,atardınız da,atarduzda,4.0,4.0
21314,bowaltmag,boşaltmaq,boşaltmaq,0.0,2.0
2774,mrn,mən,mən,0.0,1.0
7673,Paylaşılan,paylaşılan,paylaşılan,0.0,1.0
16333,sivetaforu,svetoforu,sivetaforu,2.0,2.0
41358,bir-birinə,bir-birinə,bir-birinə,0.0,0.0
26413,həqiqətə,həqiqətə,həqiqətə,0.0,0.0
29267,deyilir,deyilir,deyilir,0.0,0.0
31906,suallarınıda,suallarını da,suallarını da,0.0,1.0
30563,Təsadüf,təsadüf,təsadüf,0.0,1.0
42714,yazırlar,yazırlar,yazırlar,0.0,0.0
37761,çürüyən,çürüyən,cürüyən,1.0,0.0
37723,beynimdə,beynimdə,beynimdə,0.0,0.0
20447,bucurdu,bu cürdür,bucurdu,4.0,4.0
21751,Gərəy,gərək,Gərəy,2.0,2.0
40050,baxmışdım,baxmışdım,baxmışdım,0.0,0.0
36140,vəssalam,vəssalam,vəssalam,0.0,0.0
30891,2021də,2021 də,2021-də,1.0,1.0
26572,öpüşməz,öpüşməz,öpüşməz,0.0,0.0
4692,ETİMOLOGİYA,etimologiya,ETİMOLOGİYA,11.0,11.0
20532,bəladı,bəladır,bəladı,1.0,1.0
39918,Ağ,ağ,ağ,0.0,1.0
27037,yaramır,yaramır,yaramır,0.0,0.0
3042,dəli,dəli,dəli,0.0,0.0
36127,məxluq,məxluq,məxluq,0.0,0.0
25815,Şirinovun,Şirinovun,Şirinovun,0.0,0.0
10910,içindəyəmki,içindəyəmki,içindəyəmki,0.0,0.0
13371,sitologiya,sitologiya,sitologiya,0.0,0.0
43419,Elnur,Elnur,Elnur,0.0,0.0
27633,dəyişiklər,dəyişiklər,dəyişiklər,0.0,0.0
28590,oynadır,oynadır,oynadır,0.0,0.0
33386,testlərdən,testlərdən,testlərdən,0.0,0.0
19113,geçikə,gecikə,geçikə,1.0,1.0
30239,Şəhla,Şəhla,Şəhla,0.0,0.0
24168,Nazirlik,nazirlik,nazirlik,0.0,1.0
42528,dönən,dönən,dönən,0.0,0.0
8646,Sağda,sağda,sağda,0.0,1.0
734,Özümnnən,özümnnən,özümdən,2.0,1.0
43776,oxuyub,oxuyub,oxuyub,0.0,0.0
16850,əvəzləşdirmək,əvəzləşdirmək,əvəzləşdirmək,0.0,0.0
26255,qaydasındadı,qaydasındadır,qaydasındadır,0.0,1.0
4324,Heyf,heyif,Heyf,2.0,2.0
2655,tərəflərindən,tərəflərindən,tərəflərindən,0.0,0.0
2063,cixanda,çıxanda,çıxanda,0.0,2.0
2899,Çoxlarından,çoxlarından,çoxlarından,0.0,1.0
25221,paylaşmayıb,paylaşmayıb,paylaşmayıb,0.0,0.0
20926,vərəğə,vərəqə,vərəğə,1.0,1.0
8725,atrdızda,atardınız da,atrdızda,4.0,4.0
2726,ilden,ildən,ildən,0.0,1.0
24701,Birdene,bir dənə,birdənə,1.0,4.0
6188,qaynaqlana,qaynaqlana,qaynaqlana,0.0,0.0
42751,Dostları,dostları,dostları,0.0,1.0
39580,vermelidir,verməlidir,verməlidir,0.0,1.0
38144,onemlidi,önəmlidir,önəmlidir,0.0,3.0
34624,qəbullarda,qəbullarda,qəbullarda,0.0,0.0
800,rasxodu,rasxodu,rasxodu,0.0,0.0
22013,Asagidaki,aşağıdakı,Asagidaki,5.0,5.0
23423,yasildi,yaşıldır,yaşıldı,1.0,4.0
7043,Olanlar,olanlar,olanlar,0.0,1.0
21931,qanunların,qanunların,qanunların,0.0,0.0
4466,Axtariwa,axtarışa,axtarışa,0.0,3.0
9822,Yazılmayıb,yazılmayıb,yazılmayıb,0.0,1.0
9835,etməyən,etməyən,etməyən,0.0,0.0
17332,yolayrıcıda,yolayrıcıda,yolayrıcıda,0.0,0.0
4627,deyerem,deyərəm,deyerem,2.0,2.0
5106,Harda,harda,Harda,1.0,1.0
11318,Gorum,görüm,görüm,0.0,3.0
10826,xasiyyətinə,xasiyyətinə,xasiyyətinə,0.0,0.0
35629,Merdanov,Mərdanov,Mərdanov,0.0,1.0
7148,cavablarıdı,cavablarıdır,cavablarıdır,0.0,1.0
38687,Hansidi,hansıdır,hansıdır,0.0,4.0
5306,gecikib,gecikib,gecikib,0.0,0.0
384,Evlərində,evlərin də,evlərində,1.0,2.0
33478,istədiz,istədiniz,istədiz,2.0,2.0
7995,Gəldi,gəldi,gəldi,0.0,1.0
42592,Ford,Ford,Ford,0.0,0.0
18122,odeniwle,ödənişlə,ödənişlə,0.0,4.0
30083,hansılardır,hansılardır,hansılardır,0.0,0.0
41700,parçasıyıq,parçasıyıq,parçasıyıq,0.0,0.0
18673,verlsnki,verilsin ki,verlsnki,3.0,3.0
37528,alın,alın,alın,0.0,0.0
24567,sinfinizi,sinifinizi,sinfinizi,1.0,1.0
44495,xəbərsiz,xəbərsiz,xəbərsiz,0.0,0.0
1241,mübarizə,mübarizə,mübarizə,0.0,0.0
29738,Yaşanılan,yaşanılan,yaşanılan,0.0,1.0
43752,aldanmasaydım,aldanmasaydım,aldanmasaydım,0.0,0.0
33730,tutulmuş,tutulmuş,tutulmuş,0.0,0.0
43830,Almaniyada,Almaniyada,Almaniyada,0.0,0.0
4788,vererdizde,verərdizdə,vererdizde,2.0,2.0
37472,başlarda,başlarda,başlarda,0.0,0.0
21448,yaxınlaşdıqda,yaxınlaşdıqda,yaxınlaşdıqda,0.0,0.0
945,qardaşimi,qardaşımı,qardaşımı,0.0,2.0
38411,Əntiqə,əntiqə,əntiqə,0.0,1.0
31616,Sentyabrın,sentyabrın,sentyabrın,0.0,1.0
2637,münasibetten,münasibətdən,münasibetten,3.0,3.0
1916,Uşaqlıqdan,uşaqlıqdan,uşaqlıqdan,0.0,1.0
29826,gərəkdir,gərəkdir,gərəkdir,0.0,0.0
10281,bayramdan,bayramdan,bayramdan,0.0,0.0
44637,dəstə,dəstə,dəstə,0.0,0.0
28077,təşəkkür,təşəkkür,təşəkkür,0.0,0.0
44532,qardasim,qardaşım,qardaşım,0.0,2.0
22870,keçənməz,keçə bilməz,keçənməz,4.0,4.0
15165,bağışlayın,bağışlayın,bağışlayın,0.0,0.0
43125,yarali,yaralı,yaralı,0.0,1.0
2332,gedr,gedir,gədir,1.0,1.0
12850,bioda,bioda,bioda,0.0,0.0
1941,Mator,motor,Mator,2.0,2.0
25753,Bəsdidə,bəsdidə,Bəsdidə,1.0,1.0
2142,mövzuda,mövzuda,mövzuda,0.0,0.0
16894,göyü,göyü,göyü,0.0,0.0
38385,Zehmed,zəhmət,zəhmət,0.0,4.0
32180,cixacaqda,çıxacaq da,çıxacaqda,1.0,3.0
11746,5manat,5 manat,5manat,1.0,1.0
7771,gonderersiniz,göndərərsiniz,göndərərsiniz,0.0,3.0
17795,artıran,artıran,artıran,0.0,0.0
33785,bəndə,bəndə,bəndə,0.0,0.0
2015,etsədə,etsə də,etsədə,1.0,1.0
24063,Omur,ömür,ömür,0.0,2.0
41067,İmtahanla,imtahanla,imtahanla,0.0,1.0
33596,vaaar,var,vaaar,2.0,2.0
13047,ixtisasdır,ixtisasdır,ixtisasdır,0.0,0.0
24021,belasiz,bəlasız,bəlasız,0.0,2.0
32873,kusəyəndi,küsəyəndir,kusəyəndi,2.0,2.0
38920,baxardim,baxardım,baxardım,0.0,1.0
3811,məhsuldarlıq,məhsuldarlıq,məhsuldarlıq,0.0,0.0
14271,PULSUZ,pulsuz,pulsuz,0.0,6.0
29094,Kamrana,Kamrana,Kamrana,0.0,0.0
13271,ilədə,ilə də,ilədə,1.0,1.0
27302,şeylərdə,şeylər də,şeylərdə,1.0,1.0
36149,qorxub,qorxub,qorxub,0.0,0.0
29189,ustunde,üstündə,üstündə,0.0,3.0
2256,ay,ay,ay,0.0,0.0
16596,yananlardan,yananlardan,yananlardan,0.0,0.0
24011,kütləsinnən,kütləsindən,kütləsinnən,1.0,1.0
4713,DİMin,DİM in,DİMin,1.0,1.0
28215,tanıtdıraq,tanıtdıraq,tanıtdıraq,0.0,0.0
27593,istəyirem,istəyirəm,istəyirəm,0.0,1.0
10490,Gülməli,gülməli,gülməli,0.0,1.0
39655,xirdalan,Xırdalan,xirdalan,2.0,2.0
6845,tərləyir,tərləyir,tərləyir,0.0,0.0
43179,Seyid,Seyid,Seyid,0.0,0.0
12183,nailiyyət,nailiyyət,nailiyyət,0.0,0.0
41103,Tecilidi,təcilidir,təcilidir,0.0,3.0
33981,evide,evi də,evide,2.0,2.0
42125,yaxnlarda,yaxınlarda,yaxnlarda,1.0,1.0
14501,Ayşən,Ayşən,Ayşən,0.0,0.0
7460,universitetləri,universitetləri,universitetləri,0.0,0.0
22757,Cvbinizi,cavabınızı,cavabınız,1.0,6.0
38639,işlətsə,işlətsə,işlətsə,0.0,0.0
39277,yazılmıyıbsa,yazılmayıbsa,yazılmıyıbsa,1.0,1.0
44885,itirər,itirər,itirər,0.0,0.0
26417,xatırlayıb,xatırlayıb,xatırlayıb,0.0,0.0
9708,olimpiyadalarının,olimpiyadalarının,olimpiyadalarının,0.0,0.0
18463,kəsdirim,kəsdirim,kəsdirim,0.0,0.0
26404,evlənmişik,evlənmişik,evlənmişik,0.0,0.0
24645,kolece,kolecə,kollecə,1.0,1.0
29796,kisiden,kişidən,kisiden,2.0,2.0
32034,3dene,3 dənə,3dene,3.0,3.0
38771,Geceniz,gecəniz,gecəniz,0.0,2.0
35224,Haramdı,haramdır,Haramdı,2.0,2.0
43286,qavramasinda,qavramasında,qavramasında,0.0,1.0
4399,baxarsız,baxarsız,baxarsınız,2.0,0.0
15175,elilliye,əlilliyə,elilliye,2.0,2.0
12344,verdikdən,verdikdən,verdikdən,0.0,0.0
32093,balınız,balınız,balınız,0.0,0.0
41994,söndürüb,söndürüb,söndürüb,0.0,0.0
2918,variantla,variantla,variantla,0.0,0.0
33576,dinləmələrdən,dinləmələrdən,dinləmələrdən,0.0,0.0
3491,ödenişden,ödənişdən,ödənişdən,0.0,2.0
27947,olunmamış,olunmamış,olunmamış,0.0,0.0
41799,Böyük,böyük,böyük,0.0,1.0
42950,icirdim,içirdim,içirdim,0.0,1.0
27415,əminsinizmi,əminsinizmi,əminsinizmi,0.0,0.0
10780,qaynana,qaynana,qaynana,0.0,0.0
14468,GECƏNİZ,gecəniz,gecəniz,0.0,7.0
34057,maşindi,maşındır,maşındır,0.0,3.0
7659,kitabcasin,kitabçasını,kitabçasın,1.0,3.0
26942,muhutun,mühitin,muhutun,3.0,3.0
19583,bowatmag,boşaltmaq,boşatmaq,1.0,3.0
15566,yoluxma,yoluxma,yoluxma,0.0,0.0
33708,50metrdən,50 metrdən,50metrdən,1.0,1.0
12892,2013-cü,2013-cü,2013-cü,0.0,0.0
16186,gozdemelisen,gözləməlisən,gozdemelisen,5.0,5.0
11859,lazımıdı,lazımıdı,lazımıdı,0.0,0.0
19160,qalimiw,qalmış,qalımış,1.0,3.0
20843,imtahin,imtahanın,imtahan,2.0,3.0
1436,edırem,edirəm,edirəm,0.0,2.0
5680,zarafatlar,zarafatlar,zarafatlar,0.0,0.0
8555,Çooooox,çox,çox,0.0,5.0
35287,Kollecə,kollecə,kollecə,0.0,1.0
18104,olağ,olaq,olağ,1.0,1.0
1154,Dostumu,dostumu,dostumu,0.0,1.0
25843,töksə,töksə,töksə,0.0,0.0
29340,edənlər,edənlər,edənlər,0.0,0.0
36403,çoxlarına,çoxlarına,çoxlarına,0.0,0.0
39396,möhlət,möhlət,möhlət,0.0,0.0
8625,Haradi,haradır,Haradi,3.0,3.0
5563,etmediyim,etmədiyim,etmədiyim,0.0,1.0
2956,sondurub,söndürüb,söndürüb,0.0,3.0
35905,psixolojidir,psixolojidir,psixolojidir,0.0,0.0
30999,2-nin,2-nin,2-nin,0.0,0.0
7366,qərardı,qərardır,qərardı,1.0,1.0
13355,verilmis,verilmiş,verilmiş,0.0,1.0
6897,Mehz,məhz,məhz,0.0,2.0
13930,çıxanlardan,çıxanlardan,çıxanlardan,0.0,0.0
32751,Hasanli,Həsənli,Hasanli,2.0,2.0
40211,Nazirlər,Nazirlər,nazirlər,1.0,0.0
8390,Abutiriyentler,abituriyentlər,Abutiriyentler,4.0,4.0
42101,mühərrikini,mühərrikini,mühərrikini,0.0,0.0
29307,kilsede,kilsədə,kilsə də,1.0,2.0
15608,Zəhmet,zəhmət,zəhmət,0.0,2.0
10418,Subayam,subayam,subayam,0.0,1.0
19297,fikrimdir,fikrimdir,fikrimdir,0.0,0.0
3976,formatında,formatında,formatında,0.0,0.0
4939,YOXDUR,yoxdur,yoxdur,0.0,6.0
43326,çoxlu,çoxlu,çoxlu,0.0,0.0
33169,mellimesi,müəlliməsi,müəlliməsi,0.0,3.0
22034,qazonlu,qazonlu,qazonlu,0.0,0.0
57,mənaslnda,mənasında,mənaslanda,2.0,1.0
5580,qızımla,qızımla,qızımla,0.0,0.0
17750,4cixib,çıxıb,4cixib,4.0,4.0
32380,nəşrlərinin,nəşrlərinin,nəşrlərinin,0.0,0.0
5682,içindəsənsə,içindəsənsə,içindəsənsə,0.0,0.0
30702,kimsəm,kimsəm,kimsəm,0.0,0.0
31645,bilməmisinizsə,bilməmisinizsə,bilməmisinizsə,0.0,0.0
22055,tipindendi,tipindəndir,tipindendi,2.0,2.0
3768,kıtab,kitab,kitab,0.0,1.0
38460,dərslərə,dərslərə,dərslərə,0.0,0.0
11519,sistemini,sistemini,sistemini,0.0,0.0
17008,tutduğumuz,tutduğumuz,tutduğumuz,0.0,0.0
25242,çxb,çıxıb,çxb,2.0,2.0
14890,dayanim,dayanım,dayanım,0.0,1.0
2246,birdəfəlik,birdəfəlik,birdəfəlik,0.0,0.0
26090,15ildir,15 ildir,15ildir,1.0,1.0
16768,hesabatında,hesabatında,hesabatında,0.0,0.0
14449,keçəndən,keçəndən,keçəndən,0.0,0.0
31454,dediyinizi,dediyinizi,dediyinizi,0.0,0.0
34639,botumuzdan,botumuzdan,botumuzdan,0.0,0.0
25664,sözlərini,sözlərini,sözlərini,0.0,0.0
44864,Bunlarin,bunların,bunların,0.0,2.0
33725,Gizlət,Gizlət,gizlət,1.0,0.0
23064,izahda,izahda,izahda,0.0,0.0
20495,beraberi,bərabəri,bərabəri,0.0,2.0
22607,imkanımız,imkanımız,imkanımız,0.0,0.0
31246,kanallarından,kanallarından,kanallarından,0.0,0.0
35680,dosyasını,dosyasını,dosyasını,0.0,0.0
5415,Rövşən,Rövşən,Rövşən,0.0,0.0
8705,əlimizdə,əlimizdə,əlimizdə,0.0,0.0
11603,Rayonlar,rayonlar,rayonlar,0.0,1.0
38927,hesablanma,hesablanma,hesablanma,0.0,0.0
